ПУТЬ,УРОВЕНЬ,НАЗВАНИЕ ОБЪЕКТА,ОПИСАНИЕ ОБЪЕКТА,НАЗВАНИЕ ОПРЕДЕЛЕНИЯ,СЛОЙ,ОБЪЕМ ОБЪЕКТА,X,Y,Z,LENX,LENY,LENZ,MATERIAL,
"150x50","1","150x50","","-","2.1 Обвязка","1021.99516","118.110234","55.319882","0.0","5.905512","1.968504","87.913386","Color C03",
"150x50","1","150x50","","-","2.1 Обвязка","2124.5416514","0.0","141.421853","0.0","5.905512","1.968504","182.755906","Color C03",
"150x50","1","150x50","","-","2.1 Обвязка","1304.3825428","-70.26856","-183.740157","0.0","5.905512","1.968504","112.204724","Color C03",
"150x50","1","150x50","","-","2.1 Обвязка","1304.3825428","-186.410292","-183.740157","0.0","5.905512","1.968504","112.204724","Color C03",
"150x50","1","150x50","","-","2.5 Лаги пола","1056.3210113","43.307086","-121.543857","5.905512","5.905512","1.968504","90.866142","Color C03",
"150x50","1","150x50","","-","2.5 Лаги пола","2101.6577387","118.110236","-398.722972","5.905512","5.905512","1.968504","180.787402","Color C03",
"150x50","1","150x50","","-","2.5 Лаги пола","1056.3210113","69.881891","-154.046694","5.905512","5.905512","1.968504","90.866142","Color C03",
"150x50","1","150x50","","-","2.5 Лаги пола","194.5131812","30.279161","-259.84252","5.905512","5.905512","1.968504","16.732283","Color C03",
"150x50","1","150x50","","-","2.5 Лаги пола","1056.3210113","143.700787","-154.046694","5.905512","5.905512","1.968504","90.866142","Color C03",
"150x50","1","150x50","","-","2.5 Лаги пола","194.5131875","245.830343","-259.84252","5.905512","5.905512","1.968504","16.732284","Color C03",
"150x50","1","150x50","","-","2.5 Лаги пола","2101.6577387","166.338582","123.13242","5.905512","5.905512","1.968504","180.787402","Color C03",
"150x50","1","150x50","","-","2.5 Лаги пола","194.5131875","245.830343","-62.992126","5.905512","5.905512","1.968504","16.732284","Color C03",
"150x50","1","150x50","","-","2.5 Лаги пола","2101.6577387","20.669291","-398.722972","5.905512","5.905512","1.968504","180.787402","Color C03",
"150x50","1","150x50","","-","2.5 Лаги пола","1056.3210113","92.519685","-121.543857","5.905512","5.905512","1.968504","90.866142","Color C03",
"150x50","1","150x50","","-","2.5 Лаги пола","2101.6577387","215.551181","123.13242","5.905512","5.905512","1.968504","180.787402","Color C03",
"150x50","1","150x50","","-","2.5 Лаги пола","2101.6577387","192.913386","-398.722972","5.905512","5.905512","1.968504","180.787402","Color C03",
"150x50","1","150x50","","-","2.5 Лаги пола","1056.3210113","215.551181","-121.543857","5.905512","5.905512","1.968504","90.866142","Color C03",
"150x50","1","150x50","","-","3.1 Стена СЗ","1189.6303937","236.220474","-13.779528","-73.857992","5.905512","1.968504","102.333593","Color C03",
"150x50","1","150x50","","-","2.5 Лаги пола","2101.6577387","118.110236","123.13242","5.905512","5.905512","1.968504","180.787402","Color C03",
"150x50","1","150x50","","-","2.5 Лаги пола","1056.3210113","192.913386","-154.046694","5.905512","5.905512","1.968504","90.866142","Color C03",
"150x50","1","150x50","","-","2.5 Лаги пола","2101.6577387","43.307086","123.13242","5.905512","5.905512","1.968504","180.787402","Color C03",
"150x50","1","150x50","","-","3.1 Стена СЗ","2746.0687463","232.283466","-441.011792","116.968504","5.905512","1.968504","236.220472","Color C03",
"150x50","1","150x50","","-","2.5 Лаги пола","1056.3210113","20.669291","-154.046694","5.905512","5.905512","1.968504","90.866142","Color C03",
"150x50","1","150x50","","-","2.5 Лаги пола","2101.6577387","69.881891","-398.722972","5.905512","5.905512","1.968504","180.787402","Color C03",
"150x50","1","150x50","","-","2.5 Лаги пола","2101.6577387","92.519685","123.13242","5.905512","5.905512","1.968504","180.787402","Color C03",
"150x50","1","150x50","","-","2.5 Лаги пола","1056.3210113","118.110236","-121.543857","5.905512","5.905512","1.968504","90.866142","Color C03",
"150x50","1","150x50","","-","2.5 Лаги пола","1056.3210113","118.110236","-154.046694","5.905512","5.905512","1.968504","90.866142","Color C03",
"150x50","1","150x50","","-","2.5 Лаги пола","2101.6577387","143.700787","-398.722972","5.905512","5.905512","1.968504","180.787402","Color C03",
"30х50","1","30х50","","-","2.2 Обрешетка сетки","192.2247914","133.858269","-96.968504","0.984252","1.181102","1.968504","82.677165","Материал3",
"30х50","1","30х50","","-","2.2 Обрешетка сетки","192.2247914","19.68504","-179.763779","0.984252","1.181102","1.968504","82.677165","Материал3",
"30х50","1","30х50","","-","2.2 Обрешетка сетки","192.2247914","19.68504","-96.968504","0.984252","1.181102","1.968504","82.677165","Материал3",
"25x100","1","25x100","","-","2.2 Обрешетка сетки","325.4091154","82.677166","-149.772216","2.952756","0.984252","3.937008","83.976378","Color F02",
"150x50","1","150x50","","-","2.1 Обвязка","999.1112502","230.314961","-406.61331","0.0","5.905512","1.968504","85.944882","Color C03",
"30х50","1","30х50","","-","2.2 Обрешетка сетки","192.2247914","19.68504","-89.88189","0.984252","1.181102","1.968504","82.677165","Материал3",
"30х50","1","30х50","","-","2.2 Обрешетка сетки","192.2247914","19.68504","-7.086614","0.984252","1.181102","1.968504","82.677165","Материал3",
"30х50","1","30х50","","-","2.2 Обрешетка сетки","192.2247914","133.858269","-7.086614","0.984252","1.181102","1.968504","82.677165","Материал3",
"25x100","1","25x100","","-","2.2 Обрешетка сетки","325.4091154","102.362206","-149.772216","2.952756","0.984252","3.937008","83.976378","Color F02",
"150x50","1","150x50","","-","2.1 Обвязка","999.1112502","5.905512","-406.61331","0.0","5.905512","1.968504","85.944882","Color C03",
"150x50","1","150x50","","-","2.1 Обвязка","999.1112502","230.314961","131.022759","0.0","5.905512","1.968504","85.944882","Color C03",
"30х50","1","30х50","","-","2.2 Обрешетка сетки","195.2454667","121.259843","-89.88189","1.968504","1.181102","1.968504","83.976378","Материал3",
"30х50","1","30х50","","-","2.2 Обрешетка сетки","195.2454667","7.086615","-89.88189","1.968504","1.181102","1.968504","83.976378","Материал3",
"25x100","1","25x100","","-","2.2 Обрешетка сетки","325.4091154","43.307088","-149.772216","2.952756","0.984252","3.937008","83.976378","Color F02",
"25x100","1","25x100","","-","2.2 Обрешетка сетки","325.4091154","43.307088","-239.693476","2.952756","0.984252","3.937008","83.976378","Color F02",
"30х50","1","30х50","","-","2.2 Обрешетка сетки","195.2454667","121.259843","-269.685039","1.968504","1.181102","1.968504","83.976378","Материал3",
"25x100","1","25x100","","-","2.2 Обрешетка сетки","325.4091154","102.362206","-239.693476","2.952756","0.984252","3.937008","83.976378","Color F02",
"30х50","1","30х50","","-","2.2 Обрешетка сетки","195.2454667","7.086615","-269.685039","1.968504","1.181102","1.968504","83.976378","Материал3",
"25x100","1","25x100","","-","2.2 Обрешетка сетки","325.4091154","196.850395","-239.693476","2.952756","0.984252","3.937008","83.976378","Color F02",
"25x100","1","25x100","","-","2.2 Обрешетка сетки","325.4091154","62.992127","-239.693476","2.952756","0.984252","3.937008","83.976378","Color F02",
"25x100","1","25x100","","-","2.2 Обрешетка сетки","325.4091154","137.795277","-239.693476","2.952756","0.984252","3.937008","83.976378","Color F02",
"30х50","1","30х50","","-","2.2 Обрешетка сетки","192.2247914","133.858269","-179.763779","0.984252","1.181102","1.968504","82.677165","Материал3",
"25x100","1","25x100","","-","2.2 Обрешетка сетки","325.4091154","23.622048","-59.890326","2.952756","0.984252","3.937008","83.976378","Color F02",
"25x100","1","25x100","","-","2.2 Обрешетка сетки","325.4091154","157.480316","-149.772216","2.952756","0.984252","3.937008","83.976378","Color F02",
"30х50","1","30х50","","-","2.2 Обрешетка сетки","192.2247914","133.858269","-89.88189","0.984252","1.181102","1.968504","82.677165","Материал3",
"30х50","1","30х50","","-","2.2 Обрешетка сетки","195.2454667","121.259843","-179.763779","1.968504","1.181102","1.968504","83.976378","Материал3",
"25x100","1","25x100","","-","2.2 Обрешетка сетки","325.4091154","137.795277","-59.890326","2.952756","0.984252","3.937008","83.976378","Color F02",
"25x100","1","25x100","","-","2.2 Обрешетка сетки","325.4091154","82.677166","-239.693476","2.952756","0.984252","3.937008","83.976378","Color F02",
"30х50","1","30х50","","-","2.2 Обрешетка сетки","192.2247914","133.858269","-186.889764","0.984252","1.181102","1.968504","82.677165","Материал3",
"30х50","1","30х50","","-","2.2 Обрешетка сетки","192.2247914","133.858269","-269.685039","0.984252","1.181102","1.968504","82.677165","Материал3",
"25x100","1","25x100","","-","2.2 Обрешетка сетки","325.4091154","62.992127","-149.772216","2.952756","0.984252","3.937008","83.976378","Color F02",
"150x50","1","150x50","","-","2.1 Обвязка","1044.879058","232.283465","-411.632183","0.0","5.905512","1.968504","89.88189","Color C03",
"25x100","1","25x100","","-","2.2 Обрешетка сетки","325.4091154","43.307088","-59.890326","2.952756","0.984252","3.937008","83.976378","Color F02",
"25x100","1","25x100","","-","2.2 Обрешетка сетки","325.4091154","216.535434","-149.772216","2.952756","0.984252","3.937008","83.976378","Color F02",
"30х50","1","30х50","","-","2.2 Обрешетка сетки","192.2247914","19.68504","-269.685039","0.984252","1.181102","1.968504","82.677165","Материал3",
"30х50","1","30х50","","-","2.2 Обрешетка сетки","195.2454667","230.314961","-89.88189","1.968504","1.181102","1.968504","83.976378","Материал3",
"150x50","1","150x50","","-","2.1 Обвязка","1022.4527985","232.283465","41.229128","0.0","5.905512","1.968504","87.952756","Color C03",
"25x100","1","25x100","","-","2.2 Обрешетка сетки","325.4091154","82.677166","-59.890326","2.952756","0.984252","3.937008","83.976378","Color F02",
"25x100","1","25x100","","-","2.2 Обрешетка сетки","325.4091154","177.165355","-149.772216","2.952756","0.984252","3.937008","83.976378","Color F02",
"30х50","1","30х50","","-","2.2 Обрешетка сетки","195.2454667","116.141732","-269.685039","1.968504","1.181102","1.968504","83.976378","Материал3",
"150x50","1","150x50","","-","2.1 Обвязка","1022.4527985","3.937008","-316.819679","0.0","5.905512","1.968504","87.952756","Color C03",
"25x100","1","25x100","","-","2.2 Обрешетка сетки","325.4091154","177.165355","-239.693476","2.952756","0.984252","3.937008","83.976378","Color F02",
"25x100","1","25x100","","-","2.2 Обрешетка сетки","325.4091154","62.992127","-59.890326","2.952756","0.984252","3.937008","83.976378","Color F02",
"150x50","1","150x50","","-","2.1 Обвязка","1044.879058","232.283465","136.041632","0.0","5.905512","1.968504","89.88189","Color C03",
"150x50","1","150x50","","-","2.1 Обвязка","1079.2049147","236.220472","-63.760467","0.0","5.905512","1.968504","92.834646","Color C03",
"150x50","1","150x50","","-","2.1 Обвязка","976.6849924","5.905512","-311.733586","0.0","5.905512","1.968504","84.015748","Color C03",
"150x50","1","150x50","","-","2.1 Обвязка","976.6849924","230.314961","36.143035","0.0","5.905512","1.968504","84.015748","Color C03",
"30х50","1","30х50","","-","2.2 Обрешетка сетки","195.2454667","116.141732","-89.88189","1.968504","1.181102","1.968504","83.976378","Материал3",
"30х50","1","30х50","","-","2.2 Обрешетка сетки","195.2454667","7.086615","-179.763779","1.968504","1.181102","1.968504","83.976378","Материал3",
"25x100","1","25x100","","-","2.2 Обрешетка сетки","325.4091154","157.480316","-239.693476","2.952756","0.984252","3.937008","83.976378","Color F02",
"30х50","1","30х50","","-","2.2 Обрешетка сетки","195.2454667","230.314961","-269.685039","1.968504","1.181102","1.968504","83.976378","Материал3",
"25x100","1","25x100","","-","2.2 Обрешетка сетки","325.4091154","23.622048","-149.772216","2.952756","0.984252","3.937008","83.976378","Color F02",
"25x100","1","25x100","","-","2.2 Обрешетка сетки","325.4091154","137.795277","-149.772216","2.952756","0.984252","3.937008","83.976378","Color F02",
"25x100","1","25x100","","-","2.2 Обрешетка сетки","325.4091154","102.362206","-59.890326","2.952756","0.984252","3.937008","83.976378","Color F02",
"30х50","1","30х50","","-","2.2 Обрешетка сетки","195.2454667","116.141732","-179.763779","1.968504","1.181102","1.968504","83.976378","Материал3",
"25x100","1","25x100","","-","2.2 Обрешетка сетки","325.4091154","196.850395","-149.772216","2.952756","0.984252","3.937008","83.976378","Color F02",
"150x50","1","150x50","","-","2.1 Обвязка","2124.5416514","236.220472","-417.012404","0.0","5.905512","1.968504","182.755906","Color C03",
"25x100","1","25x100","","-","2.2 Обрешетка сетки","325.4091154","157.480316","-59.890326","2.952756","0.984252","3.937008","83.976378","Color F02",
"25x100","1","25x100","","-","2.2 Обрешетка сетки","325.4091154","216.535434","-239.693476","2.952756","0.984252","3.937008","83.976378","Color F02",
"25x100","1","25x100","","-","2.2 Обрешетка сетки","325.4091154","23.622048","-239.693476","2.952756","0.984252","3.937008","83.976378","Color F02",
"30х50","1","30х50","","-","2.2 Обрешетка сетки","195.2454667","230.314961","-179.763779","1.968504","1.181102","1.968504","83.976378","Материал3",
"30х50","1","30х50","","-","2.2 Обрешетка сетки","192.2247914","19.68504","-186.889764","0.984252","1.181102","1.968504","82.677165","Материал3",
"150x50","1","150x50","","-","4.1 Перекрытие потолка","263.1648964","119.094488","-218.339594","118.937008","5.905512","1.968504","22.637795","Color C03",
"150x50","1","150x50","","-","4.4 Стропила","263.1648963","232.66858","-218.339895","113.171151","5.905512","1.968504","22.637795","Color C03",
"100x50","1","100x50","","-","4.4 Стропила","353.8672192","99.273768","-303.149606","186.203618","3.937008","2.174295","41.338583","Color C02",
"30х50","1","30х50","","-","6.2 Обрешетка/вентзазор","265.5448034","-1.968502","-138.779528","116.890469","1.181103","1.968504","114.212599","Материал3",
"150x50","1","150x50","","-","4.4 Стропила","137.303422","-9.87324","-283.464567","180.748038","5.905512","1.968504","11.811023","Color C03",
"100x50","1","100x50","","-","3.1 Стена СЗ","175.4433069","232.283467","-87.598425","69.724409","3.937008","1.968504","22.637795","Color C02",
"100x50","1","100x50","","-","4.4 Стропила","353.8672192","204.190121","-303.149606","117.683492","3.937008","2.174295","41.338583","Color C02",
"150x50","1","150x50","","-","4.1 Перекрытие потолка","2746.0684843","433.070866","-273.622047","118.937008","5.905512","1.968504","236.220472","Color C03",
"100x50","1","100x50","","-","3.1 Стена СЗ","175.4433069","232.283467","-87.598425","45.11811","3.937008","1.968504","22.637795","Color C02",
"200x50","1","200x50","","-","4.4 Стропила","2546.2185739","-621.610268","-261.811026","180.444553","7.887364","1.968504","166.117124","Материал2",
"100x50","1","100x50","","-","4.4 Стропила","353.8672192","176.631066","-303.149606","117.685761","3.937008","2.174295","41.338583","Color C02",
"150x50","1","150x50","","-","4.1 Перекрытие потолка","137.3069253","60.03937","-251.967952","118.937008","5.905512","1.968504","11.811325","Color C03",
"150x50","1","150x50","","-","4.1 Перекрытие потолка","2723.1845801","0.0","-282.743334","118.937008","5.905512","1.968504","234.251968","Color C03",
"100x50","1","100x50","","-","4.4 Стропила","353.8672192","71.714713","-303.149606","186.201349","3.937008","2.174295","41.338583","Color C02",
"150x50","1","150x50","","-","4.1 Перекрытие потолка","137.3069253","119.094488","-251.967952","118.937008","5.905512","1.968504","11.811325","Color C03",
"200x50","1","200x50","","-","4.4 Стропила","2546.2185739","842.396991","-273.622047","111.931233","7.887364","1.968504","166.117124","Материал2",
"100x50","1","100x50","","-","5.1 Несущая перегородка","793.5376993","122.047246","-81.692914","116.17069","3.937008","1.968504","102.391732","Color C02",
"30х50","1","30х50","","-","6.2 Обрешетка/вентзазор","265.5448034","239.370081","-15.516929","116.890469","1.181103","1.968504","114.212599","Материал3",
"100x50","1","100x50","","-","4.4 Стропила","353.8672192","44.155658","-303.149606","186.199081","3.937008","2.174295","41.338583","Color C02",
"100x50","1","100x50","","-","4.4 Стропила","353.8672192","16.596603","-303.149607","186.196812","3.937008","2.174295","41.338583","Color C02",
"100x50","1","100x50","","-","4.4 Стропила","353.8672192","231.749176","-303.149606","117.681223","3.937008","2.174295","41.338583","Color C02",
"150x50","1","150x50","","-","4.1 Перекрытие потолка","263.1648964","178.149606","-218.339594","118.937008","5.905512","1.968504","22.637795","Color C03",
"150x50","1","150x50","","-","4.1 Перекрытие потолка","137.3069253","178.149606","-251.967952","118.937008","5.905512","1.968504","11.811325","Color C03",
"100x50","1","100x50","","-","4.4 Стропила","353.8672192","121.512956","-303.149606","117.690298","3.937008","2.174295","41.338583","Color C02",
"200x50","1","200x50","","-","4.4 Стропила","2546.2185739","842.396991","-261.811023","111.931233","7.887364","1.968504","166.117124","Материал2",
"100x50","1","100x50","","-","4.4 Стропила","353.8672192","-10.962452","-303.149607","186.194543","3.937008","2.174295","41.338583","Color C02",
"150x50","1","150x50","","-","4.3 Конек и фронтоны","602.6050455","118.971985","-140.748032","81.645112","5.905512","1.968504","51.836889","Color C03",
"150x50","1","150x50","","-","4.4 Стропила","263.1648963","-9.873241","-218.339895","180.748039","5.905512","1.968504","22.637795","Color C03",
"100x50","1","100x50","","-","3.1 Стена СЗ","175.4433069","232.283466","-87.598425","94.330709","3.937008","1.968504","22.637795","Color C02",
"150x50","1","150x50","","-","4.4 Стропила","137.303422","232.668581","-283.464567","113.17115","5.905512","1.968504","11.811023","Color C03",
"150x50","1","150x50","","-","4.1 Перекрытие потолка","434.7941768","0.0","-304.790026","118.937008","5.905512","1.968504","37.401575","Color C03",
"200x50","1","200x50","","-","4.4 Стропила","2546.2185739","842.396991","-301.181102","111.931233","7.887364","1.968504","166.117124","Материал2",
"200x50","1","200x50","","-","4.4 Стропила","2546.2185739","-621.610268","-301.181105","180.444553","7.887364","1.968504","166.117124","Материал2",
"200x50","1","200x50","","-","4.4 Стропила","2546.2185739","-621.610268","-273.62205","180.444553","7.887364","1.968504","166.117124","Материал2",
"100x50","1","100x50","","-","4.4 Стропила","353.8672192","149.072011","-303.149606","117.688029","3.937008","2.174295","41.338583","Color C02",
"150x50","1","150x50","","-","4.1 Перекрытие потолка","263.1648964","60.03937","-218.339594","118.937008","5.905512","1.968504","22.637795","Color C03",
"ИТОГИ","-","-","-","-","-","503621.667209","-","-","-","-","-","-","-",
